full_acc,strain,date,variant_count,variant_label,lineage
EPI_ISL_19607244,A/greathornedowl/Minnesota/22-014521-001/2022,5/5/22,1767,V1,B
EPI_ISL_19607212,A/greathornedowl/NorthDakota/22-014530-002/2022,5/5/22,1767,V1,B
EPI_ISL_19607178,A/barredowl/Minnesota/22-014522-001/2022,5/5/22,1767,V1,B
EPI_ISL_19607130,A/baldeagle/Minnesota/22-014528-001/2022,5/5/22,1767,V1,B
EPI_ISL_19605203,A/woodduck/Minnesota/22-014659-002/2022,5/7/22,1767,V1,B
EPI_ISL_19608579,A/peregrinefalcon/NewYork/22-014545-001/2022,5/7/22,1767,V1,A
EPI_ISL_16240353,A/duck/Minnesota/22-014295-003/2022,5/7/22,1767,V1,B
EPI_ISL_16240351,A/chicken/Minnesota/22-014295-001/2022,5/7/22,1767,V1,B
EPI_ISL_19607171,A/baldeagle/Wisconsin/22-017550-001/2022,5/8/22,1767,V1,A
EPI_ISL_16240239,A/goose/Minnesota/22-014294-007/2022,5/8/22,1767,V1,B
EPI_ISL_16240229,A/turkey/Minnesota/22-014294-006/2022,5/8/22,1767,V1,B
EPI_ISL_16240228,A/turkey/Minnesota/22-014294-003/2022,5/8/22,1767,V1,B
EPI_ISL_16240227,A/chicken/Minnesota/22-014294-002/2022,5/8/22,1767,V1,B
EPI_ISL_19605838,A/redtailedhawk/Minnesota/22-014336-002/2022,5/9/22,1767,V1,B
EPI_ISL_19605224,A/woodduck/Minnesota/22-014333-001/2022,5/9/22,1767,V1,B
EPI_ISL_13052724,A/fox/Minnesota/22-014661-001/2022,5/9/22,1767,V1,B
EPI_ISL_19607315,A/greathornedowl/Minnesota/22-014336-010/2022,5/9/22,1767,V1,B
EPI_ISL_19607314,A/greathornedowl/Minnesota/22-014336-012/2022,5/9/22,1767,V1,B
EPI_ISL_19607293,A/greathornedowl/Washington/22-015526-004/2022,5/9/22,1767,V1,B
EPI_ISL_19607240,A/greathornedowl/Minnesota/22-014336-015/2022,5/9/22,1767,V1,B
EPI_ISL_19607239,A/greathornedowl/Minnesota/22-014336-013/2022,5/9/22,1767,V1,B
EPI_ISL_19607903,A/duck/Idaho/22-014968-005/2022,5/9/22,1767,V1,B
EPI_ISL_19608070,A/canadagoose/Washington/22-015526-005/2022,5/9/22,1767,V1,B
EPI_ISL_16240529,A/chicken/Minnesota/22-014503-002/2022,5/9/22,1767,V1,B
EPI_ISL_16240519,A/chicken/Minnesota/22-014503-001/2022,5/9/22,1767,V1,B
EPI_ISL_16240508,A/guineafowl/Utah/22-014481-002/2022,5/9/22,1767,V1,B
EPI_ISL_16240225,A/duck/Idaho/22-014275-003/2022,5/9/22,1767,V1,B
EPI_ISL_16240224,A/chicken/Idaho/22-014275-002/2022,5/9/22,1767,V1,B
EPI_ISL_16240223,A/chicken/Idaho/22-014275-001/2022,5/9/22,1767,V1,B
EPI_ISL_19158221,A/baldeagle/Alaska/22-014971-001/2022,5/9/22,1767,V1,B
EPI_ISL_13052722,A/fox/Minnesota/22-014660-001/2022,5/10/22,1767,V1,B
EPI_ISL_19607861,A/canadagoose/Idaho/22-014968-006/2022,5/10/22,1767,V1,B
EPI_ISL_19607241,A/greathornedowl/Minnesota/22-014469-003/2022,5/10/22,1767,V1,B
EPI_ISL_19607165,A/baldeagle/Wisconsin/22-014649-001/2022,5/10/22,1767,V1,B
EPI_ISL_16240985,A/guineafowl/Minnesota/22-014734-003/2022,5/10/22,1767,V1,B
EPI_ISL_16240880,A/chicken/Minnesota/22-014734-002/2022,5/10/22,1767,V1,B
EPI_ISL_16240644,A/chicken/Minnesota/22-014734-001/2022,5/10/22,1767,V1,B
EPI_ISL_16240641,A/duck/Minnesota/22-014663-004/2022,5/10/22,1767,V1,B
EPI_ISL_16240640,A/duck/Minnesota/22-014663-003/2022,5/10/22,1767,V1,B
EPI_ISL_16240639,A/chicken/Minnesota/22-014663-002/2022,5/10/22,1767,V1,B
EPI_ISL_16240638,A/chicken/Minnesota/22-014663-001/2022,5/10/22,1767,V1,B
EPI_ISL_19605205,A/westernscreechowl/Washington/22-015526-006/2022,5/11/22,1767,V1,B
EPI_ISL_19604811,A/turkeyvulture/SouthDakota/22-014853-001/2022,5/11/22,1767,V1,B
EPI_ISL_19607405,A/greathornedowl/Iowa/22-015051-001/2022,5/11/22,1767,V1,B
EPI_ISL_19607190,A/baldeagle/Pennsylvania/22-021654-001/2022,5/11/22,1767,V1,A
EPI_ISL_19608069,A/canadagoose/Washington/22-015526-003/2022,5/11/22,1767,V1,B
EPI_ISL_19608068,A/canadagoose/Washington/22-015526-002/2022,5/11/22,1767,V1,B
EPI_ISL_19605478,A/redtailedhawk/Wyoming/22-015813-002/2022,5/12/22,1767,V1,B
EPI_ISL_19605477,A/redtailedhawk/Wyoming/22-015812-001/2022,5/12/22,1767,V1,A
EPI_ISL_19604810,A/turkeyvulture/Pennsylvania/22-016661-001/2022,5/12/22,1767,V1,A
EPI_ISL_19606637,A/americancrow/NorthDakota/22-015577-002/2022,5/12/22,1767,V1,B
EPI_ISL_19606636,A/americancrow/NorthDakota/22-015577-001/2022,5/12/22,1767,V1,B
EPI_ISL_19607261,A/greathornedowl/Minnesota/22-015458-001/2022,5/12/22,1767,V1,B
EPI_ISL_19607248,A/greathornedowl/Minnesota/22-015095-001/2022,5/12/22,1767,V1,B
EPI_ISL_19607213,A/greathornedowl/NorthDakota/22-015576-001/2022,5/12/22,1767,V1,B
EPI_ISL_19607120,A/baldeagle/NorthDakota/22-015581-001/2022,5/12/22,1767,V1,A
EPI_ISL_19607108,A/baldeagle/Minnesota/22-016283-001/2022,5/12/22,1767,V1,B
EPI_ISL_19607553,A/hawk/NorthDakota/22-015580-001/2022,5/12/22,1767,V1,B
EPI_ISL_16244010,A/chicken/Indiana/22-015386-002/2022,5/12/22,1767,V1,A
EPI_ISL_19607124,A/baldeagle/NewYork/22-015668-001/2022,5/13/22,1767,V1,A
EPI_ISL_19607123,A/baldeagle/NewYork/22-015665-001/2022,5/13/22,1767,V1,A
EPI_ISL_16243667,A/goose/Utah/22-015245-002/2022,5/13/22,1767,V1,B
EPI_ISL_16243660,A/chicken/Utah/22-015245-001/2022,5/13/22,1767,V1,B
EPI_ISL_16243306,A/chicken/Wisconsin/22-015068-005/2022,5/13/22,1767,V1,B
EPI_ISL_16243294,A/chicken/Wisconsin/22-015068-003/2022,5/13/22,1767,V1,B
EPI_ISL_19605842,A/redtailedhawk/Minnesota/22-015197-002/2022,5/14/22,1767,V1,B
EPI_ISL_19607116,A/baldeagle/Minnesota/22-015197-001/2022,5/14/22,1767,V1,B
EPI_ISL_16243651,A/chicken/Illinois/22-015233-006/2022,5/14/22,1767,V1,B
EPI_ISL_16243641,A/chicken/Illinois/22-015233-005/2022,5/14/22,1767,V1,B
EPI_ISL_13052719,A/fox/Wisconsin/22-013774-014/2022,5/15/22,1767,V1,B
EPI_ISL_13052718,A/fox/Wisconsin/22-013774-009/2022,5/15/22,1767,V1,B
EPI_ISL_16243588,A/chicken/NorthDakota/22-015199-002/2022,5/15/22,1767,V1,B
EPI_ISL_16243326,A/chicken/NorthDakota/22-015199-001/2022,5/15/22,1767,V1,B
EPI_ISL_19607800,A/canadagoose/Illinois/22-017060-002/2022,5/16/22,1767,V1,B
EPI_ISL_19607799,A/canadagoose/Illinois/22-017060-001/2022,5/16/22,1767,V1,B
EPI_ISL_16244006,A/chicken/Idaho/22-015409-001/2022,5/16/22,1767,V1,B
EPI_ISL_16243926,A/duck/Idaho/22-015275-002/2022,5/16/22,1767,V1,B
EPI_ISL_16243915,A/duck/Idaho/22-015275-001/2022,5/16/22,1767,V1,B
EPI_ISL_19605055,A/snowyegret/NorthDakota/22-015805-001/2022,5/17/22,1767,V1,B
EPI_ISL_16244012,A/chicken/Idaho/22-015654-001/2022,5/17/22,1767,V1,B
EPI_ISL_16244005,A/chicken/Idaho/22-015408-001/2022,5/17/22,1767,V1,B
EPI_ISL_19608073,A/canadagoose/Washington/22-015817-001/2022,5/18/22,1767,V1,B
EPI_ISL_19608116,A/commonloon/Wyoming/22-015815-001/2022,5/18/22,1767,V1,B
EPI_ISL_16244021,A/turkey/Minnesota/22-015759-003/2022,5/18/22,1767,V1,B
EPI_ISL_16244020,A/chicken/Minnesota/22-015759-002/2022,5/18/22,1767,V1,B
EPI_ISL_16244019,A/chicken/Minnesota/22-015759-001/2022,5/18/22,1767,V1,B
EPI_ISL_19604839,A/turkeyvulture/NewYork/22-015937-001/2022,5/19/22,1767,V1,A
EPI_ISL_19604827,A/turkeyvulture/NewYork/22-016486-001/2022,5/19/22,1767,V1,A
EPI_ISL_19605274,A/commongoldeneye/Minnesota/22-016285-001/2022,5/19/22,1767,V1,B
EPI_ISL_16244018,A/chicken/Idaho/22-015744-001/2022,5/19/22,1767,V1,B
EPI_ISL_19608038,A/doublecrestedcormorant/Illinois/22-017059-001/2022,5/20/22,1767,V1,A
EPI_ISL_19608089,A/doublecrestedcormorant/Illinois/22-017059-002/2022,5/20/22,1767,V1,A
EPI_ISL_19158213,A/baldeagle/Alaska/22-016934-004/2022,5/22/22,1767,V1,B
EPI_ISL_16555203,A/neotropiccormorant/Arizona/245467/2022,5/23/22,1767,V1,A
EPI_ISL_19604231,A/peregrinefalcon/Minnesota/22-016225-001/2022,5/23/22,1767,V1,B
EPI_ISL_19604287,A/neotropiccormorant/Arizona/22-017063-002/2022,5/23/22,1767,V1,A
EPI_ISL_19604286,A/neotropiccormorant/Arizona/22-017063-001/2022,5/23/22,1767,V1,A
EPI_ISL_19605846,A/redtailedhawk/Minnesota/22-016228-001/2022,5/23/22,1767,V1,B
EPI_ISL_19605845,A/redtailedhawk/Minnesota/22-016227-001/2022,5/23/22,1767,V1,B
EPI_ISL_19605776,A/redtailedhawk/Michigan/22-017243-024/2022,5/23/22,1767,V1,B
EPI_ISL_19606725,A/baldeagle/Michigan/22-017243-007/2022,5/23/22,1767,V1,A
EPI_ISL_19607133,A/baldeagle/Michigan/22-017243-013/2022,5/23/22,1767,V1,A
EPI_ISL_19607132,A/baldeagle/Michigan/22-017243-012/2022,5/23/22,1767,V1,A
EPI_ISL_17260674,A/redfox/NorthDakota/22-017061-002/2022,5/23/22,1767,V1,B
EPI_ISL_17260673,A/redfox/NorthDakota/22-017061-001/2022,5/23/22,1767,V1,B
EPI_ISL_15078248,A/bobcat/Wisconsin/22-016051-001/2022,5/24/22,1767,V1,B
EPI_ISL_19605706,A/redtailedhawk/Indiana/22-016539-001/2022,5/24/22,1767,V1,A
EPI_ISL_19607897,A/doublecrestedcormorant/Wisconsin/22-017052-005/2022,5/24/22,1767,V1,A
EPI_ISL_19607412,A/greathornedowl/Indiana/22-016540-002/2022,5/25/22,1767,V1,A
EPI_ISL_19607181,A/baldeagle/Wisconsin/22-016701-001/2022,5/25/22,1767,V1,B
EPI_ISL_19559145,A/duck/Minnesota/22-016738-004-original/2022,5/26/22,1767,V1,B
EPI_ISL_19559143,A/chicken/Minnesota/22-016738-002-original/2022,5/26/22,1767,V1,B
EPI_ISL_19559141,A/duck/Minnesota/22-016738-001-original/2022,5/26/22,1767,V1,B
EPI_ISL_19606354,A/brant/Alaska/22-017363-001/2022,5/27/22,1767,V1,B
EPI_ISL_19158179,A/blackbrant/Alaska/22-017363-001/2022,5/27/22,1767,V1,B
EPI_ISL_19607817,A/canadagoose/Idaho/22-017360-002/2022,5/31/22,1767,V1,B
EPI_ISL_19607899,A/doublecrestedcormorant/Wisconsin/22-019312-002/2022,6/1/22,1767,V1,A
EPI_ISL_19607898,A/doublecrestedcormorant/Wisconsin/22-019312-001/2022,6/1/22,1767,V1,A
EPI_ISL_19607127,A/baldeagle/NewYork/22-017572-001/2022,6/1/22,1767,V1,B
EPI_ISL_19607125,A/baldeagle/NewYork/22-017570-001/2022,6/1/22,1767,V1,B
EPI_ISL_19607126,A/baldeagle/NewYork/22-017571-001/2022,6/2/22,1767,V1,A
EPI_ISL_19608090,A/caspiantern/Wisconsin/22-017717-003/2022,6/2/22,1767,V1,A
EPI_ISL_19559085,A/chicken/Indiana/22-017490-002-original/2022,6/2/22,1767,V1,A
EPI_ISL_19559083,A/chicken/Indiana/22-017490-001-original/2022,6/2/22,1767,V1,A
EPI_ISL_15078251,A/redfox/NorthDakota/22-017354-001/2022,6/3/22,1767,V1,B
EPI_ISL_19604211,A/pelican/Minnesota/22-017769-001/2022,6/3/22,1767,V1,B
EPI_ISL_19607628,A/hornedgrebe/Wyoming/22-017774-003/2022,6/3/22,1767,V1,B
EPI_ISL_19607627,A/hornedgrebe/Wyoming/22-017774-001/2022,6/3/22,1767,V1,B
EPI_ISL_19560331,A/chicken/Indiana/22-017489-002-original/2022,6/3/22,1767,V1,B
EPI_ISL_19560330,A/chicken/Indiana/22-017489-001-original/2022,6/3/22,1767,V1,B
EPI_ISL_19559081,A/turkey/Indiana/22-017489-006-original/2022,6/3/22,1767,V1,B
EPI_ISL_19559079,A/goose/Indiana/22-017489-005-original/2022,6/3/22,1767,V1,B
EPI_ISL_19559077,A/duck/Indiana/22-017489-004-original/2022,6/3/22,1767,V1,B
EPI_ISL_19607804,A/canadagoose/Idaho/22-018980-001/2022,6/4/22,1767,V1,B
EPI_ISL_19604237,A/redneckedgrebe/Alaska/22-018401-001/2022,6/6/22,1767,V1,B
EPI_ISL_19607286,A/gull/Alaska/22-017953-005/2022,6/6/22,1767,V1,B
EPI_ISL_19607875,A/earedgrebe/Wyoming/22-017947-002/2022,6/6/22,1767,V1,B
EPI_ISL_19607874,A/earedgrebe/Wyoming/22-017947-001/2022,6/6/22,1767,V1,B
EPI_ISL_19607569,A/hawk/Idaho/22-017864-001/2022,6/6/22,1767,V1,B
EPI_ISL_19158258,A/red-neckedgrebe/Alaska/22-018401-001/2022,6/6/22,1767,V1,B
EPI_ISL_19158228,A/Sabine'sgull/Alaska/22-017953-005/2022,6/6/22,1767,V1,B
EPI_ISL_17260680,A/skunk/Idaho/22-018976-004/2022,6/6/22,1767,V1,B
EPI_ISL_15078254,A/skunk/Washington/22-019274-001/2022,6/7/22,1767,V1,B
EPI_ISL_19158286,A/mallard/Alaska/22-018767-001/2022,6/7/22,1767,V1,B
EPI_ISL_17260682,A/skunk/Washington/22-019274-004/2022,6/7/22,1767,V1,B
EPI_ISL_19605248,A/goose/Utah/22-018176-003/2022,6/8/22,1767,V1,B
EPI_ISL_19605247,A/goose/Utah/22-018176-002/2022,6/8/22,1767,V1,B
EPI_ISL_19605246,A/goose/Utah/22-018176-001/2022,6/8/22,1767,V1,B
EPI_ISL_19607533,A/hawk/Utah/22-018176-005/2022,6/8/22,1767,V1,B
EPI_ISL_19607138,A/baldeagle/Michigan/22-018806-005/2022,6/8/22,1767,V1,A
EPI_ISL_19607137,A/baldeagle/Michigan/22-018806-004/2022,6/8/22,1767,V1,A
EPI_ISL_19607136,A/baldeagle/Michigan/22-018806-003/2022,6/8/22,1767,V1,A
EPI_ISL_19607135,A/baldeagle/Michigan/22-018806-002/2022,6/8/22,1767,V1,A
EPI_ISL_19607552,A/hawk/NorthDakota/22-018121-001/2022,6/8/22,1767,V1,B
EPI_ISL_19158285,A/mallard/Alaska/22-018767-003/2022,6/8/22,1767,V1,B
EPI_ISL_19605708,A/redtailedhawk/Indiana/22-018184-001/2022,6/9/22,1767,V1,A
EPI_ISL_19605289,A/goose/Colorado/22-018538-001/2022,6/10/22,1767,V1,B
EPI_ISL_19608115,A/commontern/Maine/22-020416-017/2022,6/10/22,1767,V1,A
EPI_ISL_19608093,A/commontern/Maine/22-020416-020/2022,6/10/22,1767,V1,A
EPI_ISL_19608092,A/commontern/Maine/22-020416-019/2022,6/10/22,1767,V1,A
EPI_ISL_15214838,A/commoneiders/Maine/W22-481B/2022,6/12/22,1767,V1,A
EPI_ISL_15215193,A/commoneiders/Maine/W22-481A/2022,6/12/22,1767,V1,A
EPI_ISL_19608096,A/commontern/Maine/22-020831-004/2022,6/12/22,1767,V1,A
EPI_ISL_16641784,A/commontern/ME/COTE_20220612_1/2022,6/12/22,1767,V1,A
EPI_ISL_19607141,A/baldeagle/Michigan/22-019205-006/2022,6/14/22,1767,V1,A
EPI_ISL_19607140,A/baldeagle/Michigan/22-019205-005/2022,6/14/22,1767,V1,A
EPI_ISL_16641786,A/commontern/ME/COTE_20220614_2/2022,6/14/22,1767,V1,A
EPI_ISL_16641785,A/commontern/ME/COTE_20220614_1/2022,6/14/22,1767,V1,A
EPI_ISL_19604805,A/turkeyvulture/NewYork/22-019922-001/2022,6/21/22,1767,V1,A
EPI_ISL_19604804,A/turkeyvulture/NewYork/22-019921-001/2022,6/21/22,1767,V1,A
EPI_ISL_19607877,A/easternscreechowl/Indiana/22-019846-002/2022,6/23/22,1767,V1,A
EPI_ISL_19604226,A/peregrinefalcon/Massachusetts/22-036181-008/2022,6/26/22,1767,V1,A
EPI_ISL_19604225,A/peregrinefalcon/Massachusetts/22-036181-002/2022,6/26/22,1767,V1,A
EPI_ISL_19604269,A/raven/Alaska/22-020951-002/2022,6/26/22,1767,V1,B
EPI_ISL_19604268,A/raven/Alaska/22-020951-001/2022,6/26/22,1767,V1,B
EPI_ISL_19607416,A/greathornedowl/Massachusetts/22-036181-004/2022,6/26/22,1767,V1,A
EPI_ISL_19607415,A/greathornedowl/Massachusetts/22-036181-003/2022,6/26/22,1767,V1,A
EPI_ISL_19158184,A/commonraven/Alaska/22-020951-002/2022,6/26/22,1767,V1,B
EPI_ISL_19158183,A/commonraven/Alaska/22-020951-001/2022,6/26/22,1767,V1,B
EPI_ISL_19660815,A/chicken/Utah/22-020377-010-original/2022,6/27/22,1767,V1,B
EPI_ISL_19546788,A/chicken/Utah/22-020377-006-original/2022,6/27/22,1767,V1,B
EPI_ISL_19546787,A/chicken/Utah/22-020377-003-original/2022,6/27/22,1767,V1,B
EPI_ISL_19546786,A/chicken/Utah/22-020377-002-original/2022,6/27/22,1767,V1,B
EPI_ISL_19546785,A/chicken/Utah/22-020377-001-original/2022,6/27/22,1767,V1,B
EPI_ISL_19607142,A/baldeagle/Michigan/22-020919-001/2022,6/30/22,1767,V1,B
EPI_ISL_19606695,A/americanwhitepelican/Illinois/22-021276-001/2022,7/1/22,1767,V1,B
EPI_ISL_19606690,A/americanwhitepelican/Iowa/22-021277-001/2022,7/1/22,1767,V1,B
EPI_ISL_19158298,A/glaucousgull/Alaska/22-024502-001/2022,7/1/22,1767,V1,B
EPI_ISL_19605256,A/goose/Utah/22-017695-001/2022,7/2/22,1767,V1,B
EPI_ISL_19605249,A/goose/Utah/22-020379-002/2022,7/2/22,1767,V1,B
EPI_ISL_19605138,A/swan/Illinois/22-029191-001/2022,7/2/22,1767,V1,A
EPI_ISL_19604210,A/pelican/Minnesota/22-017058-002/2022,7/2/22,1767,V1,B
EPI_ISL_19605202,A/woodduck/Minnesota/22-015196-002/2022,7/2/22,1767,V1,B
EPI_ISL_19605152,A/teal/Minnesota/22-029901-002-R/2022,7/2/22,1767,V1,A
EPI_ISL_19606630,A/americancrow/Minnesota/22-015674-001/2022,7/2/22,1767,V1,B
EPI_ISL_19606601,A/baldeagle/Michigan/22-015054-005/2022,7/2/22,1767,V1,A
EPI_ISL_19606600,A/baldeagle/Michigan/22-015054-004/2022,7/2/22,1767,V1,B
EPI_ISL_19606620,A/americanwhitepelican/Minnesota/22-017057-001/2022,7/2/22,1767,V1,B
EPI_ISL_19606713,A/americangreenwingedteal/Minnesota/22-032568-002/2022,7/2/22,1767,V1,A
EPI_ISL_19606605,A/baldeagle/Michigan/22-015054-011/2022,7/2/22,1767,V1,B
EPI_ISL_19606604,A/baldeagle/Michigan/22-015054-010/2022,7/2/22,1767,V1,A
EPI_ISL_19606599,A/baldeagle/Michigan/22-015054-002/2022,7/2/22,1767,V1,A
EPI_ISL_19607252,A/greathornedowl/Minnesota/22-017275-002/2022,7/2/22,1767,V1,B
EPI_ISL_19607806,A/canadagoose/Kentucky/22-038743-001/2022,7/2/22,1767,V1,A
EPI_ISL_19607673,A/canadagoose/Minnesota/22-029310-002/2022,7/2/22,1767,V1,A
EPI_ISL_19607672,A/canadagoose/Minnesota/22-029310-001/2022,7/2/22,1767,V1,A
EPI_ISL_19607659,A/canadagoose/Michigan/22-026960-002/2022,7/2/22,1767,V1,A
EPI_ISL_19607632,A/canadagoose/Montana/22-040683-002/2022,7/2/22,1767,V1,B
EPI_ISL_17260688,A/raccoon/Michigan/22-021733-010/2022,7/6/22,1767,V1,A
EPI_ISL_19604209,A/peregrinefalcon/Minnesota/22-021121-001/2022,7/7/22,1767,V1,B
EPI_ISL_19604270,A/raven/Alaska/22-021856-001/2022,7/8/22,1767,V1,B
EPI_ISL_19158204,A/commonraven/Alaska/22-021856-001/2022,7/8/22,1767,V1,B
EPI_ISL_16632539,A/harborseal/Maine/22-022528-003/2022,7/8/22,1767,V1,A
EPI_ISL_16632540,A/harborseal/Maine/22-022528-006/2022,7/9/22,1767,V1,A
EPI_ISL_19660828,A/turkey/Utah/22-021497-003-original/2022,7/11/22,1767,V1,B
EPI_ISL_19660827,A/turkey/Utah/22-021497-002-original/2022,7/11/22,1767,V1,B
EPI_ISL_19660826,A/turkey/Utah/22-021497-001-original/2022,7/11/22,1767,V1,B
EPI_ISL_19607962,A/glaucousgull/Alaska/22-023553-001/2022,7/15/22,1767,V1,B
EPI_ISL_17260689,A/skunk/Idaho/22-023547-001/2022,7/22/22,1767,V1,B
EPI_ISL_19607564,A/gull/Utah/22-023993-001/2022,8/2/22,1767,V1,B
EPI_ISL_19604100,A/mallard/Michigan/22-024975-001/2022,8/5/22,1767,V1,A
EPI_ISL_19604099,A/mallard/Michigan/22-024975-002/2022,8/5/22,1767,V1,A
EPI_ISL_19604098,A/mallard/Michigan/22-024975-003/2022,8/5/22,1767,V1,A
EPI_ISL_19607697,A/canadagoose/Utah/22-025129-001/2022,8/11/22,1767,V1,B
EPI_ISL_19605250,A/goose/Utah/22-025931-001/2022,8/16/22,1767,V1,B
EPI_ISL_19604054,A/mallard/Utah/22-026962-083/2022,8/17/22,1767,V1,B
EPI_ISL_19607952,A/gadwall/Utah/22-026962-042/2022,8/17/22,1767,V1,B
EPI_ISL_19607173,A/baldeagle/Wisconsin/22-026130-001/2022,8/18/22,1767,V1,A
EPI_ISL_19605251,A/goose/Utah/22-026659-002/2022,8/22/22,1767,V1,B
EPI_ISL_19075354,A/Canadagoose/NewYork/NYCVH-22-6038/2022,8/24/22,1767,V1,A
EPI_ISL_19607870,A/earedgrebe/Utah/22-026660-005/2022,8/24/22,1767,V1,B
EPI_ISL_19607262,A/greathornedowl/Utah/22-026660-001/2022,8/24/22,1767,V1,B
EPI_ISL_19607699,A/canadagoose/Utah/22-026660-003/2022,8/24/22,1767,V1,B
EPI_ISL_19607698,A/canadagoose/Utah/22-026660-002/2022,8/24/22,1767,V1,B
EPI_ISL_19606579,A/americanwhitepelican/Wisconsin/22-027083-002/2022,8/25/22,1767,V1,A
EPI_ISL_19608049,A/canadagoose/Wisconsin/22-027083-003/2022,8/25/22,1767,V1,A
EPI_ISL_19608039,A/canadagoose/Wisconsin/22-027083-005/2022,8/25/22,1767,V1,A
EPI_ISL_19607803,A/canadagoose/Indiana/22-027222-001/2022,8/26/22,1767,V1,A
EPI_ISL_19607306,A/greathornedowl/Wisconsin/22-027250-001/2022,8/29/22,1767,V1,A
EPI_ISL_19605252,A/goose/Utah/22-027791-006/2022,8/30/22,1767,V1,B
EPI_ISL_19604815,A/turkeyvulture/Utah/22-027793-001/2022,8/30/22,1767,V1,B
EPI_ISL_19606580,A/americanwhitepelican/Wisconsin/22-028681-001/2022,8/30/22,1767,V1,A
EPI_ISL_19607661,A/canadagoose/Michigan/22-027484-002/2022,8/31/22,1767,V1,A
EPI_ISL_19607660,A/canadagoose/Michigan/22-027484-001/2022,8/31/22,1767,V1,A
EPI_ISL_17851860,A/silverpheasant/Ohio/OH22-20552/2022,8/31/22,1767,V1,A
EPI_ISL_17851850,A/duck/Ohio/OH22-20551/2022,8/31/22,1767,V1,A
EPI_ISL_19606581,A/americanwhitepelican/Wisconsin/22-028681-002/2022,9/1/22,1767,V1,A
EPI_ISL_19606677,A/americangreenwingedteal/Utah/22-027792-006/2022,9/1/22,1767,V1,B
EPI_ISL_19607253,A/greathornedowl/Minnesota/22-027571-001/2022,9/1/22,1767,V1,A
EPI_ISL_19607700,A/canadagoose/Utah/22-027792-005/2022,9/1/22,1767,V1,B
EPI_ISL_17851870,A/chicken/Ohio/OH22-20542-2/2022,9/1/22,1767,V1,B
EPI_ISL_17851847,A/chicken/Ohio/OH22-20542-1/2022,9/1/22,1767,V1,B
EPI_ISL_19604293,A/northernpintail/Alaska/22-031399-015-R/2022,9/2/22,1767,V1,B
EPI_ISL_19604292,A/northernpintail/Alaska/22-031399-012-R/2022,9/2/22,1767,V1,B
EPI_ISL_19606696,A/americanwhitepelican/Illinois/22-027890-001/2022,9/2/22,1767,V1,A
EPI_ISL_19606701,A/americangreenwingedteal/Alaska/22-031399-019-R/2022,9/2/22,1767,V1,B
EPI_ISL_18755530,A/northernpintail/Alaska/USGS-0073/2022,9/2/22,1767,V1,B
EPI_ISL_19608041,A/canadagoose/Wisconsin/22-028315-002/2022,9/2/22,1767,V1,A
EPI_ISL_19608040,A/canadagoose/Wisconsin/22-028315-001/2022,9/2/22,1767,V1,A
EPI_ISL_19607667,A/canadagoose/Minnesota/22-027922-006/2022,9/2/22,1767,V1,A
EPI_ISL_19607666,A/canadagoose/Minnesota/22-027922-004/2022,9/2/22,1767,V1,A
EPI_ISL_19158277,A/northernpintail/Alaska/22-031399-012/2022,9/2/22,1767,V1,B
EPI_ISL_19158251,A/northernpintail/Alaska/22-031399-015/2022,9/2/22,1767,V1,B
EPI_ISL_19158249,A/northernpintail/Alaska/22-039438-001/2022,9/2/22,1767,V1,B
EPI_ISL_19604144,A/mallard/Alaska/22-031400-001-R/2022,9/3/22,1767,V1,B
EPI_ISL_19606654,A/americanbluewingedteal/Minnesota/22-032745-046/2022,9/3/22,1767,V1,A
EPI_ISL_19158282,A/mallard/Alaska/22-029097-002/2022,9/3/22,1767,V1,B
EPI_ISL_19158326,A/northernpintail/Alaska/22-029100-001/2022,9/4/22,1767,V1,B
EPI_ISL_19606674,A/americangreenwingedteal/Alaska/22-029101-004/2022,9/5/22,1767,V1,B
EPI_ISL_19158293,A/green-wingedteal/Alaska/22-029101-004/2022,9/5/22,1767,V1,B
EPI_ISL_19158279,A/northernpintail/Alaska/22-029101-003/2022,9/5/22,1767,V1,B
EPI_ISL_19607341,A/greategret/Wisconsin/22-030040-001/2022,9/6/22,1767,V1,A
EPI_ISL_19607733,A/canadagoose/Virginia/22-028571-001/2022,9/6/22,1767,V1,A
EPI_ISL_19604305,A/northernpintail/Alaska/22-039438-005/2022,9/7/22,1767,V1,B
EPI_ISL_19606702,A/americangreenwingedteal/Alaska/22-039438-007/2022,9/7/22,1767,V1,B
EPI_ISL_19607669,A/canadagoose/Minnesota/22-028118-002/2022,9/7/22,1767,V1,B
EPI_ISL_19158247,A/northernpintail/Alaska/IZ22_0154/2022,9/7/22,1767,V1,B
EPI_ISL_19604819,A/turkeyvulture/Utah/22-029822-002-R/2022,9/8/22,1767,V1,B
EPI_ISL_19604818,A/turkeyvulture/Utah/22-029822-001-R/2022,9/8/22,1767,V1,B
EPI_ISL_19607864,A/canadagoose/Virginia/22-029586-002-R2/2022,9/8/22,1767,V1,A
EPI_ISL_19607798,A/canadagoose/Idaho/22-033111-001/2022,9/8/22,1767,V1,B
EPI_ISL_19604298,A/northernpintail/Alaska/22-039438-011/2022,9/9/22,1767,V1,B
EPI_ISL_19604297,A/northernpintail/Alaska/22-039438-010/2022,9/9/22,1767,V1,B
